rating,word
8,great
8,short
8,big
8,available
8,hard
8,friendly
8,lady
8,key
8,large
8,old
9,amazing
9,friendly
9,italian
9,good
9,big
9,comfortable
9,great
10,close
10,private
10,historical
10,pro
10,active
10,delicious
10,clean
10,perfect
10,fabulous
10,good
10,decorate
10,extra
10,large
10,wish
10,small
10,belgian
10,fantastic
10,little
6,neighbour
6,difficult
6,sleep
6,simple
6,classy
6,exaggeration
6,great
6,merode
6,little
6,recommend
6,ok
6,quiet
6,plenty
8,wave
8,difficult
8,sleep
8,available
8,open
8,noise
8,right
8,main
8,good
8,nice
8,garden
8,available
8,free
8,available
8,nearby
6,arrive
6,surprise
6,regard
6,guest
6,rubbish
6,previous
6,comfortable
6,friendly
10,open
10,prefect
10,helpful
10,informative
10,fantastic
10,little
10,Swedish
10,big
10,fancy
10,own
10,nice
10,beautiful
10,close
10,fantastic
10,modern
10,good
10,tasteful
10,helpful
10,excellent
10,spotless
10,wonderful
6,cold
6,cold
6,close
6,huge
6,interesting
6,hot
6,hotter
6,decent
6,hot
6,need
6,design
6,nice
6,warm
6,interesting
6,huge
6,light
6,interesting
10,excellent
10,little
10,kitchen
10,free
10,small
10,complementary
10,touch
10,good
10,honesty
10,good
10,able
10,electric
10,euro
8,arrival
8,shower
8,warm
8,hard
8,fantastic
8,great
8,appartment
8,clean
8,decorate
8,dishwasher
8,nice
10,find
10,misunderstand
10,tram
10,follow
10,large
10,cathedral
10,impressive
10,basic
10,wish
10,simple
10,good
10,positive
10,wonderful
10,good
10,quiet
10,good
10,waffle
10,answer
9,little
9,blame
9,current
9,friendliness
9,handsome
10,future
10,great
10,important
10,arrival
10,basic
10,perfect
10,delicious
10,comfortable
10,impeccable
10,perfect
10,historic
10,incredible
10,sure
6,busy
6,park
6,round
6,send
5,terrible
5,clean
5,clean
5,sensor
5,dark
5,shower
5,old
5,broken
7,couple
7,arrive
7,able
7,shower
7,poor
7,spacious
7,comfortable
7,good
7,arrive
7,early
7,odd
7,small
7,hard
7,tiny
7,carve
7,great
7,good
7,hot
7,narrow
7,stair
7,second
7,fine
7,fit
7,old
7,able
7,navigate
7,young
7,friendly
7,helpful
7,efficient
7,small
7,good
7,large
7,open
7,good
7,small
7,fine
10,quiet
10,nice
10,spacious
10,delicious
10,guest
10,easy
10,old
6,uncomfortable
6,pillow
6,unable
6,light
6,minute
6,turn
6,wake
6,proof
6,horrible
6,strong
6,clean
6,good
6,available
6,vend
6,essential
10,perfect
10,nice
10,clean
10,nice
10,easy
10,underground
10,overnight
10,free
8,limited
8,arrive
8,perfect
8,marvelous
8,joint
8,special
8,personal
8,present
8,object
8,arrive
8,pick
8,arrive
8,guest
8,arrive
8,touch
8,oh
8,friend
8,early
8,good
8,narrow
8,nice
8,advise
8,nice
8,good
6,old
6,tiny
6,light
6,helpful
6,comfortable
6,double
6,good
6,good
9,faulty
9,electronic
9,french
9,broken
9,insecure
9,fix
9,great
10,good
10,roommate
10,light
10,electric
10,clean
10,safe
10,terrific
10,good
10,minute
10,walk
10,central
10,perfect
10,beautiful
10,hostess
10,gorgeous
10,single
10,specific
10,efficient
10,come
10,second
10,stay
10,friendly
10,amazing
10,super
10,good
10,nice
10,sound
10,little
10,stay
6,deplorable
6,interior
6,good
6,fail
6,great
9,previous
9,big
9,important
9,friendly
9,helpful
9,personal
9,cosy
9,great
10,pleased
10,able
10,special
10,anniversary
10,special
10,open
10,mid
10,lovely
10,accommodate
10,charm
10,great
10,perfect
10,small
10,great
10,friendly
10,private
10,friendly
10,enjoy
10,downtown
10,couple
8,nice
8,beautiful
8,decorate
8,perfect
8,friendly
8,arrive
8,great
8,nice
8,tasty
8,old
8,friendly
8,excellent
8,main
8,hot
8,powerful
8,comfortable
8,nice
8,hot
10,main
10,strict
10,large
10,particular
10,little
10,present
10,certain
10,new
10,guest
10,cover
10,live
10,wonderful
10,small
10,common
10,excellent
10,bake
10,croissant
10,overall
10,attitude
10,boutique
10,choose
10,exquisite
10,accompany
10,beautiful
10,glossy
10,special
10,thank
10,minute
10,laptop
10,mobile
10,personal
10,bliss
10,small
10,boutique
9,excellent
9,able
9,delicious
9,equip
9,nice
9,nice
9,restaurant
9,delicious
9,great
9,routine
9,old
9,newborn
9,enjoyable
9,big
9,available
7,arrive
7,little
7,useful
7,double
7,upper
7,light
7,fair
7,nice
7,friendly
7,big
7,private
10,quiet
10,helpful
10,surprise
10,possible
10,able
10,wonderful
5,bad
5,accessible
5,old
5,nice
5,good
8,busy
8,similar
8,important
8,lucky
8,ok
8,uncomfortable
8,clean
8,different
8,huge
8,overall
8,positive
10,wonderful
10,beautiful
10,comfortable
10,nearby
10,changeable
10,outdoor
10,able
10,available
10,special
10,great
10,plenty
10,comfortable
10,decorate
10,clean
8,modern
8,great
8,clean
8,warm
8,breakfast
8,great
7,little
7,bit
7,dirty
7,great
9,recommend
9,generous
9,upgrade
9,spotless
9,clean
9,free
9,sweet
9,good
9,hard
9,nice
9,perfect
10,apartment
10,great
10,short
10,centre
10,spacious
10,modern
10,touch
9,gorgeous
9,close
9,available
9,low
9,wonderful
9,furnished
9,big
9,big
9,large
9,double
9,comfortable
9,entire
9,clean
9,alla
9,apartment
9,minimum
6,fourth
6,save
6,private
6,triple
6,good
6,clean
6,bad
6,stain
6,shower
6,puddle
6,evaporate
6,average
6,obnoxious
6,spacious
6,double
6,perfect
6,accessible
6,safe
6,valuable
9,old
9,good
9,advisable
9,wooden
9,welcome
9,arrive
9,early
9,high
9,locate
9,terrible
9,nice
9,dark
9,early
9,open
9,large
9,small
9,small
9,table
9,comfortable
9,large
9,separate
9,suite
9,large
9,open
9,small
9,cold
9,winter
9,lake
9,seclude
9,friendly
9,wonderful
9,speak
9,little
9,french
9,linnen
9,black
9,big
9,personal
9,afraid
9,busy
9,ok
9,great
9,good
9,huge
9,eat
9,relax
9,friendly
10,bright
10,good
10,comfortable
10,furnish
10,nice
10,good
9,real
9,great
9,great
10,shot
10,nice
10,ev
10,upgrade
10,free
10,incredible
10,fresh
10,savoury
10,nice
10,great
10,great
10,helpful
10,great
10,namur
10,clean
10,comfortable
10,nice
10,great
10,big
10,good
10,great
9,odd
9,fine
9,handy
9,local
9,centre
9,friendly
10,difficult
10,internet
10,loud
10,good
10,central
10,possible
10,friendly
10,good
10,free
10,affordable
10,small
9,little
9,cleanup
9,thick
9,nice
9,beautiful
9,nice
10,good
10,amazing
10,hospitable
10,great
10,comfortable
10,candle
10,incredible
10,increadible
10,tg
10,nice
10,beautiful
10,great
10,gigantic
10,big
10,bathtub
10,friendly
10,professional
10,new
10,covid
10,helpful
10,sublime
10,free
10,midweek
10,great
10,big
10,outlet
10,clean
10,welcome
10,umbrella
10,great
10,free
8,suite
8,attractive
8,nice
8,great
8,central
8,worried
8,rubbish
8,splendid
8,nice
8,quiet
8,general
9,toilet
9,difficult
9,difficult
9,detractor
9,wonderful
9,friendly
9,quick
9,easy
9,little
9,expensive
9,wish
9,beautiful
9,excellent
9,helpful
9,central
9,convenient
9,good
9,soviet
9,high
9,cold
9,small
9,operational
9,great
9,excellent
9,sure
9,verse
9,courteous
3,towel
3,new
3,wifi
3,little
3,hot
3,strict
3,expensive
8,open
8,close
8,old
8,good
8,traditional
10,comfortable
10,fantastic
10,good
10,appartment
10,nice
10,extra
9,small
9,noisy
9,great
9,nice
9,comfortable
9,good
9,good
9,decent
9,noticeable
9,friendly
9,helpful
9,safe
9,safe
9,table
9,v
9,central
9,gorgeous
5,hot
5,sticky
5,open
5,nice
5,friendly
5,sleep
5,give
9,minor
9,rubbish
9,brown
9,rubbish
9,lovely
9,great
9,helpful
9,arrive
9,ask
9,young
9,fine
9,close
10,big
10,inner
10,travel
10,fair
10,gear
10,deal
10,central
10,easy
10,early
10,great
10,welcome
10,keen
10,aesthetic
10,beautiful
10,finish
10,long
10,excellent
10,high
10,good
10,comfy
10,warm
10,kitchen
10,great
9,spacious
9,large
9,large
9,easy
9,decorate
9,nice
8,extra
8,entire
8,table
8,minute
10,lovely
10,great
10,small
10,wonderful
10,wish
4,pretty
4,catastrophic
4,arrive
4,late
4,outside
4,degree
4,os
4,joke
4,cold
4,friendly
4,adamant
4,basic
4,hrs
4,clean
4,cheap
4,close
4,basic
4,bad
4,happen
4,european
4,good
4,sight
4,nice
10,big
10,furnish
10,great
10,perfect
10,quiet
10,clean
10,confortable
10,super
10,clean
10,personal
10,helpful
10,nice
10,close
10,busy
10,excellent
10,sanitary
9,main
9,large
9,nice
9,short
9,hard
9,beautiful
9,easy
9,arrive
9,easy
9,agree
9,great
9,key
9,nice
9,decor
9,easy
9,travel
9,plenty
9,host
9,reply
9,recommend
9,good
9,separate
9,entire
9,table
9,minute
9,separate
9,cleanliness
9,spacious
9,clean
7,live
7,fine
7,good
7,local
7,big
7,fantastic
7,old
9,worn
9,bad
9,little
9,dining
9,decorate
9,great
9,tiny
9,tiny
9,small
9,nice
9,traditional
9,give
9,worth
9,comfortable
9,bag
9,ready
10,friendly
10,delicious
10,good
10,decorate
10,minute
10,decent
8,shower
8,wash
8,early
8,arrive
8,late
8,helpful
8,regular
8,ok
8,early
8,exit
8,big
8,clean
10,stay
10,exquisite
10,large
10,cheese
10,beautiful
10,overall
10,perfect
10,flat
10,clean
10,comfortable
10,stove
10,plenty
10,large
10,bottle
10,beautiful
10,table
10,gracious
10,stay
9,little
9,outweigh
9,positive
9,open
9,cool
9,efficient
9,nice
9,equip
9,nice
9,perfect
9,touch
9,close
9,nice
9,separate
9,awkward
9,guest
9,steep
9,difficult
9,tiny
9,outdoor
9,clean
9,small
9,comfy
9,excellent
8,dish
8,available
8,shower
8,cabin
8,different
8,locate
8,old
8,good
8,open
6,hot
6,main
6,major
6,shower
6,attic
6,fine
6,ft
6,mean
6,mean
6,come
6,incorrect
6,tiny
6,let
6,advertisement
6,great
6,comfortable
6,welcome
6,arrive
6,great
6,little
6,big
6,comfortable
6,young
6,nice
6,separate
10,decorate
10,amazing
10,present
10,helpful
10,happy
10,good
7,need
7,refresh
7,overall
7,great
7,central
7,expensive
7,good
7,affordable
7,clean
10,super
10,easy
10,quiet
10,large
10,beautiful
10,huge
10,international
7,perfect
7,common
7,poor
7,low
7,good
7,good
7,noise
7,good
7,good
7,friendly
10,fantastic
10,stay
10,sight
10,busy
10,outside
10,calm
10,quiet
10,comfortable
10,good
10,great
10,warm
10,welcome
10,forward
8,lovely
8,residential
8,furnish
8,large
8,nice
8,huge
8,little
8,decent
8,fine
8,strong
8,wifi
8,reachable
8,stay
7,shower
7,push
7,key
7,central
7,communal
9,perfect
9,cozy
9,great
9,wonderful
9,cafe
9,reasonable
9,new
9,excellent
9,appropriate
9,excellent
9,nice
9,touch
9,spacious
9,clean
9,good
9,nice
9,free
9,free
9,outside
9,nice
9,operative
9,good
10,good
10,wow
10,furnish
10,write
10,sad
9,complimentary
9,long
9,good
9,good
9,attentive
9,quick
8,black
8,central
8,helpful
8,pleased
8,good
9,soviet
9,nice
9,comfortable
9,comfy
9,nice
9,clean
9,great
9,window
9,old
9,simple
9,tasty
9,good
9,perfect
9,helpful
9,tea
9,cheese
7,tasty
7,ok
7,huge
7,soviet
7,old
7,outside
7,hopelessness
9,hot
9,hot
9,normal
9,airco
9,nice
9,big
9,spacious
9,big
9,available
9,free
9,big
9,nice
9,suitable
9,indoor
9,manageable
9,double
9,small
8,great
8,central
8,comfortable
8,great
8,available
8,give
8,new
8,bottle
8,helpful
8,great
8,excellent
8,available
8,close
8,perfect
8,free
8,surprising
8,free
8,necessary
8,nice
8,furnish
8,main
8,historical
8,cultural
9,corona
9,early
9,good
9,nice
9,spacious
9,clean
9,nice
9,good
9,nice
10,beautiful
10,middle
10,old
10,helpful
10,clean
10,huge
10,comfortable
10,amazing
10,triple
10,beautiful
6,open
6,ok
6,essencial
6,nice
6,ok
6,late
6,sheep
8,good
8,signal
8,obvious
8,single
8,couch
8,single
8,bed
8,quiet
8,small
8,clean
8,small
8,delicious
10,duvet
10,huge
10,main
10,eat
10,final
10,train
10,free
10,particular
10,helpful
8,light
8,easy
9,nice
9,window
9,nice
9,helpful
9,delicious
9,hear
9,weak
9,boutique
9,ask
9,upper
9,garden
9,old
9,proper
9,nice
9,fine
9,comfortable
9,refurbish
9,soviet
9,close
9,good
9,large
9,little
9,cool
9,simple
9,quick
9,sure
9,sure
9,spend
10,little
10,draw
10,beautiful
10,wonderful
10,beautiful
10,great
10,great
10,special
7,shower
7,free
7,soap
7,warm
7,good
7,clean
7,central
7,comfortable
7,good
7,polite
7,clean
9,good
9,train
9,nice
9,helpful
9,good
9,spacious
9,large
9,free
9,large
9,common
9,outside
9,good
8,soviet
8,common
8,nostalgic
8,good
8,great
8,normal
8,necessary
8,ok
8,boring
8,good
10,great
10,main
10,short
10,pleasant
10,helpful
10,spacious
10,nice
9,good
9,close
9,train
9,double
9,large
9,free
9,free
9,low
9,ok
9,pleasant
9,early
9,regular
9,minor
9,helpful
9,special
9,great
9,main
9,list
10,unique
10,beautiful
10,own
10,present
10,separate
10,peace
10,worth
7,disappointed
7,previous
7,resident
7,good
7,cheese
7,comfortable
8,normal
8,guest
8,typical
8,clean
8,big
8,common
8,spacious
8,small
10,warm
10,cosy
10,outstanding
10,warm
10,fantastic
8,hard
8,open
8,big
8,luckily
8,good
8,expensive
8,severe
8,nice
8,clean
8,large
8,helpful
8,great
8,overall
8,surprised
8,mixed
9,expensive
9,optional
9,sure
9,great
9,beautiful
9,comfortable
9,great
9,bed
9,polite
9,helpful
9,perfect
9,walkable
9,huge
7,clean
7,good
7,nice
7,good
7,great
7,close
6,little
6,prepare
6,fall
6,confortable
6,nice
6,great
7,able
7,available
7,basic
7,low
7,green
7,small
7,small
7,soft
7,warm
9,free
9,good
9,sneaky
9,amazing
9,polite
9,clean
9,pleasant
9,complex
8,hot
8,shower
8,dirty
8,comfortable
8,great
8,helpful
8,good
8,available
10,close
10,bad
10,restaurant
10,guest
10,high
10,good
9,superb
9,arabic
9,tourist
9,fabulous
9,pick
7,clean
7,flexible
7,expensive
7,comfortable
7,vegan
7,pretty
7,okay
7,easy
8,fine
8,conservatory
8,glaze
8,tiny
8,openable
8,impossible
8,sleep
8,poor
8,habitable
8,nice
8,pleasant
8,courtyard
8,cold
8,nice
8,good
8,easy
8,good
8,excellent
8,basic
8,good
8,old
8,soviet
8,comfortable
8,good
8,good
8,shower
8,hot
8,frill
7,sandwich
7,give
7,proof
7,nice
7,cold
7,nice
7,proof
7,shower
7,dark
7,unhealthy
7,helpfull
7,great
7,design
7,s
7,real
7,open
7,extra
7,leak
7,waitress
7,special
7,valid
7,tiny
7,apartment
7,shampoo
7,great
8,self
8,poor
8,sad
8,bad
8,stunning
8,outstanding
8,stunning
8,private
9,private
9,upstairs
9,little
9,steep
9,heavy
9,carefull
9,late
9,good
9,miss
9,lady
9,good
9,good
9,clean
9,perfect
9,old
9,good
7,cold
7,noisy
7,nice
7,great
7,pretty
7,nice
7,open
7,big
7,mattress
7,underneath
7,fit
7,belong
7,significant
7,great
7,main
7,close
7,easy
7,helpful
7,restaurant
7,cool
7,stylish
7,middle
7,early
7,XX
7,pick
7,early
7,separate
7,little
7,large
7,elegant
7,non
7,existent
7,common
7,ok
7,bruge
7,simple
7,helpful
7,overall
7,affordable
3,proper
3,elderly
3,small
3,low
3,unstable
3,stay
3,clean
9,stylish
9,black
9,white
9,interior
9,stylish
9,personal
9,helpful
9,good
9,nice
9,attentive
9,fabulous
9,organic
9,local
9,belgian
9,stay
9,quiet
9,large
9,varied
9,unbeatable
9,little
9,touristy
9,nearby
10,cute
10,centre
10,stylish
10,comfortable
10,great
10,available
10,friendly
10,local
10,good
10,wrong
10,impossible
10,reactiveness
10,workable
10,appreciate
10,local
10,free
10,little
10,terrace
10,sun
10,clean
10,open
10,perfect
10,kitchen
10,nice
10,drive
10,safe
10,festive
10,helpful
10,give
10,beautiful
10,comfortable
10,soft
10,shower
10,super
10,nice
10,nice
10,right
10,right
10,good
9,steep
9,little
9,dangerous
9,small
9,quiet
9,little
9,lady
9,friendly
9,willing
9,great
9,luxurious
9,high
9,comfortable
9,bed
9,clean
9,extra
9,ordinary
9,nice
9,rebook
7,old
7,little
7,refresher
7,happy
7,old
7,positive
6,difficult
6,rough
6,dangerous
6,receptionist
6,basic
6,early
6,dorm
6,good
6,free
10,historical
10,amazing
10,spacious
10,perfect
10,friendly
7,difficult
7,enter
7,welcome
7,difficult
7,second
7,renovate
7,old
7,fine
9,right
9,gorgeous
9,rival
7,specific
7,small
7,limited
7,indoor
7,difficult
7,variable
7,excellent
7,good
7,good
7,little
7,atmosphere
7,independent
7,good
7,walkable
9,hear
9,neighbour
9,odd
9,hear
9,large
9,pillow
9,personal
9,spacious
9,clean
9,garden
9,historic
8,great
8,friendly
8,general
8,nice
8,super
8,quiet
8,good
8,bus
10,quiet
10,echos
10,hear
10,upstairs
10,ordinary
10,startle
10,easy
10,major
10,great
10,fit
9,want
9,arrive
9,fantastic
9,knowledgeable
9,proffessional
9,sorry
7,suppose
7,private
7,key
7,reception
7,breakfast
7,helpful
7,helpful
9,simple
9,good
9,fantastic
9,helpful
9,good
9,busy
9,main
9,high
9,pandemic
9,great
10,nasty
10,inconvenient
10,bad
10,great
10,locate
10,beautiful
10,big
10,comfortable
10,great
10,nice
8,small
8,cool
8,good
8,belgian
8,comfortable
9,great
9,close
9,spacious
9,common
9,nice
9,comfortable
9,spacious
9,clean
9,sufficient
9,helpful
8,steep
8,uneven
8,suitable
8,ask
8,large
8,extra
8,towel
8,fit
8,cheeky
8,great
8,handy
8,beautiful
8,old
9,little
9,equipped
9,old
9,huge
9,close
9,quiet
9,spacious
9,friendly
7,good
7,comfortable
7,small
7,good
7,small
7,linen
7,good
7,cafe
9,prior
9,need
9,allow
9,early
10,elegant
10,chandelier
10,great
10,suggest
10,local
10,delicious
10,easy
10,right
10,quiet
10,old
10,small
10,buffet
10,wide
10,clean
10,happy
8,fine
8,agent
8,informative
8,guest
8,comedown
8,mean
8,angry
8,welcome
8,indicate
8,key
8,great
8,nice
8,sympathetic
9,quiet
9,quiet
9,general
9,perfect
9,old
9,old
9,available
9,friendly
9,cute
9,clean
9,nice
9,gerechtshof
8,dry
8,disappointing
8,nice
8,little
8,centre
8,clean
8,quiet
8,fine
8,open
8,great
8,free
8,fit
8,clean
8,cozy
8,window
8,nice
8,helpful
8,friendly
8,good
8,main
8,nice
8,compare
8,recommend
9,minute
9,second
9,funny
9,close
9,quiet
9,Cathedral
9,outstanding
9,willing
9,amazing
9,extra
9,comfortable
9,modern
7,soviet
7,photo
7,real
7,good
7,private
7,free
7,cheese
10,safe
10,close
10,helpful
10,little
10,good
8,open
8,freshen
8,loud
8,good
8,short
8,decent
8,interior
8,great
8,shower
8,shower
8,comfortable
10,certain
10,guest
10,thick
10,high
10,great
10,locate
10,easy
10,single
10,big
10,comfortable
10,superb
10,historical
10,exceptional
10,italian
10,spacious
10,clean
10,large
10,plentiful
10,scramble
10,good
10,commercial
10,coffee
10,automatic
10,light
10,candle
10,small
10,personal
10,excellent
10,quiet
10,close
10,tourist
10,easy
10,arrive
10,early
10,friendly
10,modern
10,clean
10,spacious
10,perfect
9,nice
9,good
9,big
9,nice
9,clean
9,super
9,lack
9,cosmetic
9,basic
9,cosmetic
9,small
9,add
9,nice
9,little
9,superior
8,friendly
8,friendly
8,friendly
8,clean
8,comfortable
8,pillow
10,minor
10,toilet
10,good
10,small
10,great
10,clean
10,spacious
10,good
10,quiet
10,adequate
10,minute
10,good
10,easy
8,street
8,busy
8,close
8,double
8,great
8,keep
8,great
8,large
7,right
7,hard
7,block
7,extra
7,euro
7,sure
7,great
7,little
7,great
7,local
7,reasonable
7,free
7,tour
7,great
7,study
7,great
7,old
7,clean
7,previous
7,normal
7,neutral
7,quick
7,solo
7,good
7,fresh
7,cheese
7,super
7,nice
7,honest
10,hard
10,high
10,fantastic
10,skip
10,good
10,fantastic
10,helpful
10,luxurious
10,pretty
10,safe
7,possible
7,dine
7,friendly
7,clean
8,chinese
8,restaurant
8,average
8,comparable
8,low
8,small
8,guest
8,comfortable
8,similar
8,helpful
8,quick
8,main
8,industrial
9,hard
9,find
9,normal
9,search
9,kindness
10,miss
10,helpful
10,clean
7,duplex
7,sound
7,funny
7,wall
7,thin
7,helpful
7,ready
7,nice
7,spend
7,worth
7,extra
7,good
10,right
10,middle
10,helpful
10,come
10,minor
10,final
10,aloud
10,guest
10,fantastic
10,large
10,great
10,high
10,superb
10,shower
10,good
10,helpful
7,fat
7,luandary
7,low
7,english
9,free
9,helpful
9,clean
9,short
9,main
9,large
9,historic
9,okay
9,cheese
9,comfortable
9,good
8,noisy
8,big
8,overall
8,atmospheric
8,great
8,friendly
8,comfortable
8,casual
8,cafe
8,large
8,large
8,worth
8,typical
8,young
8,good
8,great
8,stocked
8,main
8,past
8,open
8,hard
8,railway
8,good
8,convenient
8,personal
8,friendly
7,bellman
7,smile
7,table
7,smile
7,open
7,close
7,Russian
7,asap
7,friendly
7,overall
7,bad
7,comfortable
7,clean
7,spacious
8,poor
8,easy
8,nice
8,nice
8,poor
8,friendly
8,okay
7,little
7,noisy
7,little
7,high
7,wash
7,clean
7,wide
7,comfortable
7,personal
7,extra
7,receive
7,ruble
7,small
7,honesty
7,big
7,good
9,receive
9,arrive
9,funny
9,love
9,sweet
9,guest
9,free
8,center
8,hear
8,nearby
8,encashment
8,free
8,clean
8,loud
8,late
8,great
8,bed
8,clean
8,equip
8,easy
8,nice
8,lantern
8,read
8,curtain
8,huge
8,low
8,occupant
8,good
8,ok
8,loud
8,great
8,good
8,stuff
8,free
8,calm
8,quiet
7,busy
7,big
7,able
7,fine
7,available
7,short
7,hard
7,nice
7,external
7,spacious
7,single
7,separate
7,seating
7,central
7,easy
7,main
9,nice
9,euro
9,euro
9,small
9,great
9,privacy
9,windmill
4,poor
4,personal
4,unpleasant
4,overvalue
4,english
4,fullfill
4,european
4,salad
4,finish
9,unfortunately
9,sufficent
9,second
9,cold
9,possible
9,sleep
9,great
9,great
9,good
9,great
9,beautiful
9,close
9,easy
9,free
9,general
9,important
9,great
9,u
7,hard
7,al
7,good
7,small
7,good
7,shady
7,unfortunatley
7,nearby
7,friendly
10,negative
10,central
10,safe
10,solid
10,spacious
7,nearby
7,park
7,fine
7,nearby
7,overnight
7,follow
7,tough
2,nice
2,good
2,nice
2,second
2,clean
2,clean
2,clean
2,clean
5,strange
5,half
5,unavailable
5,encounter
5,pipe
5,unattached
5,tub
5,entire
5,shower
5,limescale
5,shower
5,shower
5,tile
5,acceptable
5,nice
5,rude
5,mini
5,arrival
5,entire
5,restaurant
5,entire
5,pretty
5,sure
5,speak
5,ask
5,proper
5,prominent
5,guest
5,fair
5,quest
5,mixed
5,aspect
5,beautiful
5,spacious
5,cleanliness
7,entrance
7,dig
7,major
7,notify
7,prior
7,stay
7,comfortable
7,stay
7,couple
7,perfect
7,good
7,big
7,shower
7,separate
9,stick
9,double
9,small
9,lack
9,small
9,locate
9,outside
9,main
9,quiet
9,close
9,nest
9,forest
9,modern
9,predominant
9,common
9,enjoy
9,free
9,table
9,iPad
9,excellent
9,fresh
9,local
9,small
9,pleasant
9,spend
9,numerous
9,cosy
9,open
9,sofas
8,noise
8,super
8,available
8,choose
8,good
8,good
6,huge
6,early
6,dear
6,send
6,outside
6,cheap
6,sure
8,peacful
8,relax
8,big
8,pm
8,mean
8,suitable
8,friendly
8,ok
8,clear
8,nice
8,bed
8,bad
8,sleep
8,guest
8,bbq
8,tent
8,modern
8,clean
8,good
9,Perfect
9,beautiful
9,spacious
9,great
9,table
9,perfect
9,restaurant
9,friendly
9,willing
9,give
9,free
9,own
9,good
9,solid
10,right
10,disruptive
10,light
10,likely
10,nice
10,latch
10,lock
10,decorate
10,central
10,good
10,shower
10,available
10,common
10,fabulous
10,available
7,etc
7,indoor
7,separate
7,male
7,comfortable
7,beautiful
7,nice
7,indoor
7,little
7,main
7,ok
7,shower
7,second
7,comfortable
7,single
7,bunk
7,good
7,clean
7,good
7,free
7,euro
7,great
10,little
10,quiet
10,wonderful
10,stay
10,loft
10,spacious
10,table
10,sleep
10,spacious
7,friendly
7,strange
7,insect
7,bad
7,fresh
7,extra
7,rental
7,great
7,good
8,steal
8,outside
8,nice
8,friendliness
8,great
8,good
9,speak
9,single
9,small
9,comfortable
9,good
9,nice
9,friendly
9,nice
9,invest
9,common
9,great
9,amazing
9,coolest
9,friendly
8,element
8,refurbishment
8,overall
8,good
8,certain
8,clear
8,kindliness
8,super
8,central
8,great
8,museum
8,local
8,distance
8,clean
8,fast
8,professional
8,short
8,cold
8,metro
8,great
8,good
8,clean
9,soap
9,particular
9,wash
9,normal
9,minor
9,great
9,locate
9,modern
9,small
8,torn
8,sofa
8,good
8,nice
8,restrict
8,difficult
8,late
8,large
8,comfortable
8,separate
8,close
8,unsafe
8,complete
8,centre
8,uneasy
8,uber
8,clean
8,modern
8,spacious
8,minute
8,handy
8,great
8,pillow
8,thick
8,personal
8,sleep
8,beautiful
8,new
8,clean
8,comfortable
8,nice
8,shower
8,great
7,thin
7,large
7,young
7,loud
7,door
7,great
7,close
7,easy
7,spacious
7,nice
7,light
7,ok
7,nice
9,small
9,reasonable
9,modern
9,nice
9,different
9,nice
9,common
10,low
10,interior
10,modern
10,nice
10,lamp
10,exceptional
10,local
10,close
10,walkable
10,good
10,personable
10,available
10,exact
10,tea
10,stay
10,star
6,technical
6,etc
6,hadcto
6,agree
6,late
6,nice
6,beautiful
7,comfortable
7,poor
7,clean
7,luxurious
7,stay
8,magical
8,welcome
8,wait
8,bad
8,subsequent
8,table
8,ornamental
8,little
8,modern
8,old
8,poor
8,luxurious
8,wonderful
8,warm
8,priceless
8,bath
8,outdoor
8,clean
8,comfortable
8,big
8,noisy
8,sleep
8,friendly
8,quick
8,easy
8,arrive
8,peak
8,locked
8,friendly
8,central
8,leave
8,dispose
8,process
8,good
7,fantastic
7,spacious
7,clean
7,accommodate
7,busy
7,quiet
7,great
7,disruptive
7,free
7,great
9,hard
9,sign
9,window
9,wich
9,walk
9,own
9,explain
9,font
9,nice
9,locate
9,private
9,wich
9,cheap
9,rest
9,free
9,beautifull
7,basic
7,hostel
7,small
7,shampoo
7,private
7,suite
7,large
7,comfortable
7,street
7,quiet
10,great
10,stay
10,clean
10,comfortable
10,responsive
10,wrong
10,arrival
10,fabulous
8,basic
8,type
8,dish
8,small
8,professional
8,general
8,cheap
9,clear
9,ask
9,incredible
9,stay
9,big
9,comfortable
9,good
8,big
8,animal
8,guest
8,neighbour
8,fun
8,helpless
8,asleep
8,second
8,small
8,impossible
8,find
8,nice
8,table
8,good
8,single
8,soundproof
8,noise
7,slippy
7,dangerous
7,loud
7,outside
7,hard
7,asleep
7,hot
7,open
7,helpful
7,good
7,good
7,helpful
7,good
9,publique
9,devant
9,small
9,comfortable
9,friendly
9,accessible
7,constructive
7,massive
7,sign
7,blind
7,icy
7,clear
7,great
7,guest
7,shower
7,sauna
7,great
7,storage
7,tiny
7,minimal
7,double
7,kid
7,free
7,mobile
7,hard
7,fun
7,occupy
7,thin
7,hear
7,unacceptable
7,new
7,good
7,luck
7,second
7,place
7,modern
7,great
7,cinema
7,perfect
9,comfortable
9,clean
9,nice
7,accessible
7,slow
7,centre
7,evening
7,basic
7,available
7,cheap
7,good
7,hard
7,lamp
7,arrive
7,black
7,navigate
7,sizeable
7,great
7,welcome
7,great
8,heavy
8,nice
8,nice
8,train
8,uber
8,euro
8,light
7,sewer
7,keep
7,outside
7,easy
7,comfortable
9,common
9,difficult
9,unusual
9,tiny
9,nice
9,common
9,live
9,wonderful
9,small
9,table
9,mouth
9,tiny
9,cold
9,quiet
7,clean
7,low
7,head
7,multiple
7,great
7,good
7,local
7,good
7,great
7,tired
7,great
